Codigo;Produto;Preco;Quantidade
42400049531;Mom's Best NaturalsOld Fashioned Oats38 oz;36;72
28400156929;Frito LayDoritos Spicy Sweet Chili11 oz;95;75
70247176349;Farmland   All NaturalClassic Cut Uncured Bacon12 oz;60;87
4,80101E+12;Johnson & JohnsonJohnson's Baby Oil125 ml;74;43
73416197633;LundbergOrganic Short Grain Brown Rice32 oz;82;99
8,58117E+11;Cracked Nut ButterCinnamon Roll Nut Butter12 oz;89;80
11110839657;KrogerRed Enchilada Sauce10 oz;28;31
24000013150;Del MonteFresh Cut Sweet Peas8.5 oz;50;100
49000054507;Full ThrottleFull Throttle Red Berry16 fl oz;78;77
48000002457;Chicken Of The SeaChunk Light Tuna In Water5 oz;51;89
72310001992;BigelowChinese Oolong Tea1.5 oz;73;47
9,87654E+11;Temp BrandTemp Name6.6 lb;38;83
7,2106E+11;SkyySkyy Infusions All Natural Pineapple Vodka750 ml;55;53
7,17544E+11;Sunny SelectCorn Flakes18 oz;88;11
49000036879;Full ThrottleFull Throttle Citrus16 fl oz;52;97
44300106253;RosaritaVegetarian Refried Beans16 oz;52;59
20000103969;Green GiantCut Green Beans   50% Less Sodium14.5 oz;31;32
44000033606;NabiscoWheat Thins9 oz;57;93
78000052466;A&WA&W Root Beer72 fl oz;57;89
13800142528;Lean CuisineSweet & Sour Chicken10 oz;95;21
41570057919;Blue Diamond AlmondsAlmond Breeze Almond Mild64 fl oz;14;98
70038337218;Always SavePre Creamed Shortening42 oz;10;69
29700001667;IdahoanAu Gratin3.95 oz;85;93
73538263933;IcelandicAll Natural Wild Caught Cod40 oz;31;12
31200900043;Ocean SprayCranberries12 oz;66;39
42200002668;Rip ItRip It Energy Fuel Power16 fl oz;86;97
75707011000;Cococare100% Cocoa Butter1 oz;52;10
15300440326;Pasta RoniShells & White Cheddar6.2 oz;43;96
28000521455;NestleJuicy Juice Fruit Punch3.75 fl oz;94;27
78000013566;CrushCrush Grape72 fl oz;74;91
7,17544E+11;Sunny SelectBran Flakes17.3 oz;47;72
24126010279;Bunny BreadSoft Twist16 oz;99;13
70404000081;PompeianExtra Virgin Olive Oil16 fl oz;94;87
8,9E+11;Go Go SqueezeAppleberry Applesauce On The Go3.2 oz;16;100
41351914646;Tone'sRestaurant Black Pepper18 oz;85;47
24000014416;Del MonteFresh Cut Sweet Corn Cream Style8.25 oz;78;33
70038349655;Always SaveTomato Sauce8 oz;40;52
28000466312;NescafeDark Roast Pure Instant Coffee7 oz;74;36
68274000058;NestlePure L Ife16.9 oz;57;95
13409918104;Sweet Baby Ray'sBarbecue Sauce18 oz;15;68
39153413016;ColavitaBalsamic Vinegar8.5 fl oz;96;67
16000506497;Fiber OneChocolate Fudge Brownie0.89 oz;52;100
85239211052;Market PantryChunk Light Tuna5 oz;65;53
1,85889E+11;Peeled SnacksApple 2 The Core2.8 oz;44;59
665735;Trader Joe'sOrganic Pumpkin15 oz;58;70
43000003336;Maxwell HouseInternational Cafe French Vanilla8.4 oz;19;78
86600000206;Bumble BeeChunk Light Tuna4 oz;60;63
41390000027;KikkomanSoy Sauce10 oz;33;51
39000045049;Libby's100% Pure Pumpkin15 oz;75;100
28400156011;Frito LayChili Cheese Corn Chips10.25 oz;85;100
86600703473;Bumble BeeBuffalo Style Chicken Salad3.5 oz;96;75
68274911620;NestlePure Life Splash8 fl oz;46;53
16000158405;General MillsChex Mix8.75 oz;93;52
43000036952;Crystal LightPeach Mango Energy0.7 oz;29;63
6,67525E+11;Bath And Body WorksShea Cashmere Hand Cream2.5 oz;40;83
7,6172E+11;ArgoCorn Starch16 oz;11;13
7,22253E+11;Clif Bar20g Protein Bar2.4;54;19
16000442795;General MillsApple Cinnamon Chex13.75 oz;34;24
46500748523;Sc JohnsonGlade Spray Salted Caramel9.7 oz;92;36
302517;Trader Joe'sCaramel Popcorn7 oz;12;97
70690277303;FisherSunflower (Dry Roasted)7.25;51;46
511292;Trader Joe'sSpeculoos Cookie & Cocoa Swirl14.1 oz;100;38
20662000224;Newman's OwnSockarooni24 oz;11;44
43000000373;Log CabinOriginal Syrup24 fl oz;56;82
49000042566;CokeZero12;88;55
70177171674;TwiningsEarl Grey Tea1.23 oz;34;87
64144021833;Dennison's98% Fat Free Turkey Chili With Beans15 oz;75;87
00o27000382493;Hunt'sTomato Ketchup24 oz;93;51
44000030483;NabiscoSociables7.5 oz;74;29
41780003201;UtzParty Mix48 oz;76;52
21000039845;VelveetaShells & Cheese12 oz;20;64
74684001028;Glaxo Smith KlinGoody's Extra Strength Headache Powders6 powders;84;42
41497273447;WeisChicken Gravy Mix0.87 oz;62;41
51500001622;Smucker'sConcord Grape Jelly32 oz;86;30
7,17544E+11;Sunny SelectTomato Paste6 oz;51;83
76808280081;BarillaSpaghetti1 lb;56;72
20735092620;Turkey HillLemonade16 fl oz;51;52
12000000850;PepsicoMountain Dew12 fl oz;58;34
13000798204;HeinzHomestyle Gravy Classic Chicken12 oz;98;27
6,05021E+11;B&G FoodsMrs Dash Table Blend2.5 oz;25;44
30034027704;Giant EagleOrzo16 oz;91;92
9800895007;FerreroNutella13 oz;84;67
503228;Trader Joe'sMacaroni And Cheese Wisconsin Cheddar7 oz;54;12
43000201190;JelloBerry Blue6 oz;11;27
76808533286;BarillaPenne Whole Grain Pasta13.25 oz;18;28
27815118294;ArmourNachos3.1 oz;12;45
50000531943;Nestle Coffee MatePumpkin Spice15 oz;59;100
21000002801;KraftTangy Bacon Catalina16 oz;64;50
82657008523;Deer Park100% Natural Spring Water20 fl oz;39;76
28400009973;Mrs Vickie'sOriginal Recipe Kettle Cooked Potato Chips1 3/8 oz;20;30
28400099875;Lay'sSour Cream & Onion6 1/4 oz;49;37
52100091709;McCormickTaco Original1.25 oz;35;17
72250037129;Nature's Own100% Whole Wheat Bread20 oz;47;86
13562000456;Annie'sMacaroni & Cheese6 oz;94;92
41500818436;Frank'sRed Hot Wings12 oz;99;44
480857;Trader Joe'sMadras Lentil10 oz;63;60
7,67532E+11;Truly IndianMatar Paneer10.5 oz;58;45
72140636470;Beiersdorf IncEucerin Calming Itch Relief6.8 fl oz;89;44
72251001549;Near EastCouscous Mix Mediterranean Curry5.7 oz;66;49
51000025265;Campbell'sSpaghettios Meatballs14 3/4 oz;22;20
6,89544E+11;FageTotal 0% Yogurt With Strawberry5.3 oz;67;56
36200004463;RaguChunky Ragu Super Vegetable Primavera Chunky Pasta Sauce23.9 oz;83;92
35826007032;Food LionBlack Ground Pepper4 oz;42;23
50428455623;Cvs PharmacyNon Drowsy Daytime Sinus Relief16 softgels;15;62
41196444292;Progresso SoupChicken & Cheese Enchilada18.5 oz;51;59
44000000578;NabiscoOrginal Premium Saltine Crackers1 lb;11;94
28400156073;Frito LayDoritos Cool Ranch11 oz;48;66
24300735738;Sunbelt BakeryStrawberry Fruit & Grain Bar1.37;25;26
40000206408;DoveDark Chocolate9.5 oz;58;40
949323;Trader Joe'sChia Seeds5.3 oz;94;11
82657500638;Deer Park100% Natural Spring Water16.9 oz;90;70
78742371528;Great ValuePure Ground Black Pepper4 oz;92;66
7,67532E+11;Turly IndianChatpate Choley10.5 oz;49;92
41497756087;WeisDiced Green Chiles4 oz;72;89
41500829272;French'sHoney Mustard Dipping Sauce12 oz;50;99
41271021363;Green Mountain CoffeeEspresso Roast Iced Latte48 fl oz;35;99
13700814174;HeftyGallon Storage Slider Bags3.78 L;54;100
76186000011;Sapporo IchibanJapanese Style Noodles & Original Flavored Soup3.5 oz;88;94
64144033850;PamGrilling No Stick Cooking Spray5 oz;92;81
11110823267;KrogerHazelnut Coffee Creamer15 oz;63;32
28400156363;Frito LayDoritos Nacho Cheese11 oz;42;32
21130252312;Safeway RefresheGrapefruit Flavored Soda12 x 12 fl oz cans;85;96
70200010635;Texas ToastCroutons Garlic & Butter Flavored5 oz;73;23
511322;Trader Joe'sClarified Butter8 oz;53;83
71079043670;Andersen'sCreamy Soup Split Pea15 oz;44;37
76808002171;BarillaAngel Hair Whole Grain Pasta13.25 oz;52;65
37000198086;FebrezeAir Effects9.7 oz;84;26
72799035600;ChoceurCoconut Crunch7.05 oz;14;96
12000100710;PepsiMountain Dew16 oz;39;49
29000016545;PlantersCreamy Peanut Butter16.3 oz;84;79
7,93573E+11;Mama FrancescaGrated Cheese8 oz;24;54
72030019857;Entenmann'sCinnamon Doughnuts10 oz;23;62
16000159907;General MillsChex Mix8.75 oz;100;42
15300440357;Pasta RoniFettucine Alfredo4.7 oz;98;62
6,05021E+11;B&G FoodsMrs Dash Onion And Herb Seasoning Blend2.5 oz;66;28
7,86162E+11;GlaceauSmart Water23.7 fl oz;48;58
7,87359E+11;Fresh GorumetFocaccia Croutons4.5 oz;31;96
7,34493E+11;Thai PavilionGreen Curry2.57 oz;23;100
8,48206E+11;"Le Pain Des Fleurs ""The Bread Of Flowers""100% Organic Chestnut Crispbread4.4 oz";70;51
51500017012;SmuckersNatural Peanut Butter   Chunky16 oz;18;22
17300149193;Spice TreasuresPure Vanilla Extract1 fl oz;40;68
46000821214;Old El PasoRefried Beans16 oz;53;42
70177173517;TwiningsEnglish Breakfast Tea1.41 oz;93;54
82657932002;Deer ParkSpring Water16.9 oz;76;94
78742033853;Member's MarkPurified Water16.9 fl oz;26;81
78000003154;Dr Pepper12 fl oz;85;42
7,57528E+11;BarcelTakis Fuego9.9 oz;59;100
44000031336;NabiscoRitz Crackers12.9 oz;91;51
51500251621;CriscoVegetable Oil32 oz;63;37
22000159311;AltoidsSpearmint Flavor1.76 oz;79;38
78314111750;MadhavaAgave Nectar Light11.75 oz;21;47
51933316201;Del Pino'sMini O's15 oz;26;46
51933161603;Dr PopSoft Drink12 fl oz;69;49
44300505230;Lowrey'sOriginal Beef Jerky4.25 oz;31;17
73852096514;PurellHand Sanitizer4 fl oz;45;47
41498193263;Reggano100% Grated Parmesan Cheese8 oz;51;72
76132112010;Sun LuckMirin10 fl oz;100;99
51500255162;JifPeanut Butter16 oz;39;39
51000199447;Campbell'sCoconut Curry With Chicken & Shiitake Mushroom Soup14 oz;18;42
29000016224;PlantersDeluxe Mixed Nuts2.25 oz;60;11
70670001720;Ty LingPure Sesame Oil6.2 fl oz;44;35
46689800340;New England NaturalsOrganic Cranberry Almond Granola Clusters12 oz;10;25
41570054420;Blue DiamondAlmonds   Whole Natural16 oz;83;54
9,34022E+12;The Chia CoAustralian Grown Chia Seeds5.3 oz;86;57
18200128899;Land SharkPremium Lager144 oz;92;22
21273100129;Gunter'sPure Honey12 oz;73;18
28400099851;Lay'sWavy Original6 1/2 oz;52;74
78742353098;Great ValueMilk Chocolate Flavored Hot Cocoa Mix20 oz;51;87
38900004736;DolePineapple Chunks20 oz;74;21
8,11568E+11;SlimquickRazor60 caplets;54;98
39400018834;Bush'sReduced Sodium Black Beans15 oz;19;99
8,17669E+11;Bewley'sChai Tea2 oz;82;61
72979004143;Seagram'sGinger Ale12 fl oz(355 ml);52;83
6,36046E+11;Harney & SonsHot Cinnamon Spice Tea2.67 oz;64;52
30000012109;QuakerInstant Oatmeal (Original)11.8 oz;18;29
76150232585;Act IiButter Lovers8.25;96;29
11152851716;Hapi SnacksHot Wasabi Peas9.9 oz;28;95
16000263444;General MillsCinnamon Chex13.5 oz;11;77
24600017077;MortonKosher Salt16 oz;32;25
79200558338;Nestle WonkaRainbow Nerds5 oz;74;53
49000050141;Coca ColaCoke Zero67.6 fl oz;34;23
22506135635;SpectrumOrganic Virgin Coconut Oil29 fl oz;92;40
51000062765;Hungry ManBoneless Fried Chicken16 oz;98;36
41415126411;PublixReduced Sodium Dark Red Kidney Beans15.5 oz;86;95
8,53522E+11;Enjoy LifeSemi Sweet Chocolate Mini Chips10 oz;87;93
6,22687E+11;Clover ValleyPurified Drinking Water16.9 oz;98;84
11110865410;KrogerCream Of Mushroom10.5 oz;32;57
22506002005;SpectrumOrganic Coconut Oil14 fl oz;80;50
29000018600;PlantersNutrition Sustaining Energy Mix8.6 oz;19;50
14113910026;WonderfulPistachios16 oz;68;83
24000163008;Del MonteSweet Corn Cream Style14.75 oz;16;12
11110890849;KrogerChunk Light Tuna5 oz;21;51
76808523195;"BarillaSpaghetti ""Al Dente""2 lb";82;80
6,36046E+11;Harney & SonsBlueberry Green Tea2.67 oz;82;86
22045025374;Davidson'sMeyer Lemon Tea With Honey2.83 oz;28;94
51000000118;Campbell'sTomato Soup10.75 oz;35;43
38000558351;Kellogg'sCorn Pops15 oz;84;72
51000169044;Campbell'sSavory Chicken With Brown Rice18.6 oz;84;48
52100000428;Cake MateNonpareils Rainbow2.1 oz;22;55
19200788496;LysolDisinfecting Wipes28 oz;61;79
74312505454;Nature's BountySuper Strength Melatonin250 softgels;90;52
50000646531;Nestle Coffee MateGirl Scouts Creamer16 fl oz;67;12
6,82431E+11;VossSparkling Water1.5 pt, 3.1 fl oz;70;20
8,39451E+11;Truly IndianIndian Poppa Dum Crispy Snacks Lentil With Cumin4.2 oz;31;52
49508006176;Snack FactoryPretzel Crisps7.2 oz;21;53
11110815989;RalphsTomato Sauce8 oz;96;26
41570054161;Blue Diamond AlmondsAlmond Breeze Almond Milk32 fl oz;73;80
96619939015;KirklandAcetaminophen500 caplets;86;37
48001213517;Best FoodsReal Mayonnaise30 fl oz;25;40
36800365421;Top CoFood Club H2O Liquid Beverage Enhancer Lemonade1.62 oz;43;76
44500976489;Hillshire FarmsHoney Ham9 oz;25;77
38000402906;Kellogg'sEggo Waffles12.3 oz;49;60
21000028207;KraftHoney Mustard Dressing16 fl oz;42;45
85239807866;Archer FarmsMonster Trail Mix14 oz;46;59
51500101667;Smucker'sSpecial Recipe Milk Chocolate Topping17.75 oz;36;97
72486002205;JiffyCorn Muffin Mix8.5 oz;22;88
48121292089;ThomasCinnamon Raisin Bagels20 oz;85;19
72220001433;FranzNatural Nine Grain Bread26 oz;36;47
96619321063;KirklandMixed Nuts40 oz;79;28
43000950197;Kraft FoodsCrystal Light Natural Pink Lemonade1.9 oz;93;51
85239206485;Market PantryDipped Chocolate Chip Chewy Granola Bars6.5 oz;47;88
28400055970;TostitosChunky Salsa, Mild15.5 oz;17;32
30100033196;KeeblerFudge Stripe Cookies11.5 oz;42;52
11110714589;Fred MeyerCreamy Peanut Butter28 oz;51;40
78742075778;Great ValueToasted Rice Cereal12.8 oz;80;38
44000024611;Mondelez InternationalCheese Nips Cheddar8 oz;18;49
20000100395;Green GiantAsparagus Spears15 oz;44;92
6,44209E+11;Duncan HinesWhipped Frosting, Chocolate14 oz;55;41
51000011619;Campbell'sCream Of Celery10 3/4 oz;90;66
41498115005;Happy HarvestWhole Kernel Sweet Corn15.25 oz;39;92
34700000558;Allens IncVeg All Original Mixed Vegetable No Salt Added15 oz;86;57
49000019162;Coca ColaFanta Orange20 oz;39;55
16000298606;Nature ValleyCrunchy Granola Bars17.8 oz;74;81
36800315174;Top CoFood Club No Salt Added Sliced Carrots14.5 oz;41;84
18000002108;PillsburyGrands Flaky Layers, Buttermilk16.3 oz;92;89
29000017269;PlantersNutrition Men's Health10.5 oz;51;94
29700321413;IdahoanMircowavable Buttery Homestyle Mashed Potatos1.5 oz;51;93
12000007460;PepsiMountain Dew2 L;21;24
41800000081;Welch'sConcord Grape Jam32 oz;89;95
51000127679;Pepperidge FarmTexas Toast, Garlic11.25 oz;24;10
36800365438;Top CoFood Club H2O Liquid Beverage Enhancer Sweet Tea1.62 oz;100;69
49000014648;Coca ColaDiet Coke240 fl oz;71;14
85239020425;Market PantryPure Honey24 oz;27;76
41498120511;Happy HarvestCut Green Beans14.5 oz;24;100
71300050019;New World Pasta CompanyRonzoni Smart Taste Thin Spaghetti12 oz;18;73
44000007683;NabiscoMini Teddy Grahams, Honey8 oz;13;64
16000457058;Betty CrockerPeanut Butter Cookie Mix, Snack Size7.2 oz;50;84
77890282199;WegmansSparkling Water12 fl oz;75;77
41498192945;Dakota's PrideHomestyle Baked Beans28 oz;33;30
13300551059;Martha WhiteChocolate Chip Muffin Mix7.4 oz;51;16
30000059500;Aunt JemimaOriginal Syrup12 fl oz;94;60
30000316849;QuakerInstant Oatmeal15.1 oz;21;87
42396801120;Mother's MaidSliced Carrots15 oz;59;76
85239141243;Market PantyCream Cheese Spread, Plain8 oz;97;21
41780072757;UtzCheese Balls28 oz;84;85
16000434738;General MillsCinnamon Toast Crunch Cereal16.2 oz;32;23
36800045156;Top CoFood Club No Salt Added Mixed Vegetables15 oz;58;32
30100540960;KeeblerChips Deluxe Cookies, Rainbow14.5 oz;25;52
33776011000;Smart BalanceButtery Spread, Original15 oz;50;63
38000844973;PringlesBbq Potato Crisps5.96 oz;23;86
6,99235E+11;YakultNon Fat Probiotic Drink2.7 fl oz;40;93
36800067288;Top CoFood Club Diced Tomatoes And Green Chilies Mild10 oz;33;52
6,44209E+11;Duncan HinesMilk Chocolate Brownies18 oz;48;38
85239206201;Market PantryWild Fruit Fruit Fuses9 oz;48;44
85239382905;Market PantryVegetable Farfalle12 oz;98;58
38000845000;PringlesSour Cream And Onion Chips5.96 oz (169 g);69;38
30000314258;QuakerChewy Dipps, Chocolate Chip19.6 oz;27;25
21000612239;KraftPhiladelphia Original Cream Cheese8 oz;34;96
73040005588;Francisco InternationalOutdoor Gourmet Rolls16 oz;77;10
16000306301;Betty CrockerSugar Cookie Mix17.5 oz;58;32
11110825582;Fred MeyerPure Vegetable Oil24 fl oz;40;97
21000643615;KraftClassic Ranch Dressing16 fl oz;67;14
11110818386;Fred MeyerPure Clover Honey16 oz;99;45
16000306707;Betty CrockerCookie Mix Double Chocolate17.5 oz;15;76
41498147945;Chef's CupboardCream Of Potato10.75 oz;11;89
36800192249;Top CoFood Club Cream Of Chicken Condensed Soup10.5 oz;78;25
21000644711;KraftRoka Blue Cheese16 fl oz;83;95
11110816825;Fred MeyerSalted Butter16 oz;26;24
16000275690;General MillsLucky Charms Cereal16 oz;26;17
41498155193;Dakota'sBlack Beans15.5 oz;10;32
21000035847;Kraft FoodsMacaroni And Cheese Whole Grain Original Flavor Microwavable2 oz;49;34
41498117801;Happy HarvestTomato Sauce8 oz;55;28
11110099532;KrogerSeasoned Herb Croutons5 oz;77;57
21000010882;KraftMacaroni And Cheese Microwavable2.05 oz;54;10
36800533554;Top CoFood Club Fat Free Evaporated Milk12 oz;15;41
36800365414;Top CoFood Club H2O Liquid Beverage Enhancer Fruit Punch1.62 oz;31;47
75720431151;Poland SpringWater23.7 fl oz;95;77
30100303541;KeeblerClub Crackers16 oz;95;54
78742374109;Great ValueMandarin Oranges11 oz;76;72
72486002601;JiffyRaspberry Muffin Mix7 oz;34;38
85239011225;Market PantryChicken Breast Tenders25.5 oz;76;39
8,84912E+11;PostFruity Pebbles34 oz;85;94
82657334127;Deer Park100% Natural Spring Water101.4 fl oz;63;61
41303003206;Essential EverydayBlackeye Peas16 oz;13;61
41415101050;PublixCrispy Rice12 oz;31;12
11129000130;Golden EagleSyrup15 fl oz;21;21
11110002969;KrogerBasil Leaves0.43 oz;41;64
7,39953E+11;HokanChili Oil6.2 fl oz;96;27
40100002924;Spice IslandsTarragon0.5 oz;54;12
41351914615;PlantersCashew Nuts16.25 oz;39;53
21500003001;Lawry'sSeasoned Salt16 oz;16;34
50000322909;CoffeemateHazelnut Coffee Creamer32 fl oz;14;44
41415006317;MazolaVegetable Oil40 fl oz;90;23
6,64766E+11;Betty CrockerSnack Size Cookie Mix7.5 oz;67;71
40100002573;Spice IslandsGround Mustard1.8 oz;18;96
50000010110;CarnationEvaporated Milk12 fl oz;29;77
39978003942;Bob's Red MillGluten Free Pizza Crust Whole Grain Mix16 oz;98;63
76808521801;Inner ArmourMass Peak6.6 lb;17;60
25500800318;FolgersClassic Decaf13 oz;50;22
51500040423;Smucker'sSugar Free Strawberry Preserves12.75 oz;22;50
7,85332E+11;GwaltneyChicken Hot Dogs (Pork And Beef Added)12 oz;12;79
8,02763E+11;SunsweetPitted Prunes9 oz;80;60
33844005184;BadiaWhole Flax Seed22 oz;26;49
8,34183E+11;AlexiaArtisan French Rolls12 oz;23;49
40100002306;Cheez Whiz2100062679315 oz;77;78
70490003355;Black TopSkinless Boneless Pink Salmon6 oz;79;67
52100003320;McCormickCelery Seed1.62 oz;68;15
34000053001;Hershey'sSpecial Dark Cocoa8 oz;39;14
73574800017;Foxy OrganicCelery Hearts16 oz;40;20
24600017008;NabiscoOreo14.3 oz;83;69
41443116330;Margaret HolmesHoppin' John14.5 oz;45;23
48001703056;KnorrHollandaise Sauce0.9 oz;89;37
41351913649;Tone'sCumin Ground16 oz;45;82
6,21684E+11;TinkyadaBrown Rice Lasagne With Rice Bran10 oz;64;86
40100002948;Spice IslandsTurmeric2.2 oz;55;78
41498143374;BerryhillConcord Grape Jelly32 oz (907g);61;31
70650800121;A Taste Of ThaiCoconut Milk13.5 fl oz;91;54
8,97034E+11;Nature's Earthly Choice100% Whole Grain Black Rice4 lb;82;36
16000164901;General MillsSweet'n Salty Chex Mix, Honey Nut8.75 oz;84;67
12000002311;PepsiDiet Pepsi2 L;16;43
18627510031;KashiHeart To Heart Oat Flakes & Blueberry Clusters13.4 oz;88;17
40100002849;Inner ArmourMass Peak6.6 lb;39;71
76344089353;WellnessChicken Formula5.5 oz;77;57
40100002160;Spice IslandsGround Cardamom2 oz;72;16
38000731099;Kellogg'sSpecial K Granola Bars4.4 oz;33;59
41143128701;Sun MaidRaisins20 oz;29;43
91475630069;Milo'sNo Calorie Famous Sweet Tea20 fl oz;74;29
28400159869;RufflesUltimate Kickin' Jalapeno Ranch7 1/2 oz;12;39
15800030119;C&HPure Cane Sugar16 oz;26;68
14800210842;Mott'sSummer Strawberry Flavored Applesauce23.4 oz;37;44
41196010954;ProgressoTraditional Split Pea Soup19 oz;62;43
8,80101E+12;BeksulSesame Oil500 ml;79;41
11110684219;KrogerPaprika1.75 oz;97;93
41130310690;Shoppers ValueSoul Seasoning5.4 oz;13;79
38000516993;Kellogg'sFrosted Pumpkin Pie Pop Tarts21.1 oz;62;44
48001221291;KnorrVegetable Recipe Mix1.4 oz;84;81
25317055192;ApplegateGluten Free Chicken Nuggets16 oz;32;90
11110734983;KrogerChesapeake Bay Style Seasoning6 oz;58;53
27434012249;TwinlabNorwegian Cod Liver Oil12 fl oz;19;60
76344079149;WellnessCore Grain Free Kitten Formula5.5 oz;96;37
11152150635;DynastyPanko8 oz;72;97
24100440771;SunshineCheez It Reduced Fat11.5 oz;47;50
7,00596E+11;SprySpearmint Gum108 g;98;28
49000045758;Shedd's SpreadCountry Crock15 oz;52;64
49200045701;DominoPure Cane Sugar4 lb.;46;28
41500805054;Frank'sRed Hot Original Cayenne Pepper Sauce23 fl oz;63;22
21500222037;Betty CrockerSugar Cookie Mix17.5 oz;23;77
52100002835;McCormickGround Cayenne Red Pepper1.75 oz;99;45
16000457249;McCormickSpanish Saffron0.06 oz;20;96
33776017804;Smart BalanceLight Butter & Canola Oil Blend7.5 oz;74;91
71421102406;Pierre SignaturesChicken Sandwich4 oz;43;48
52100010908;McCormickBac'n Pieces4.1 oz;80;51
7,39953E+11;Market PantryBlack Pepper1.39 oz;16;97
32251123993;Family GourmetGranulated Sugar64 oz;21;77
76344089322;WellnessChicken & Herring Formula5.5 oz;14;52
39000045124;Libby's100% Pure Pumpkin29 oz;67;65
76344079019;WellnessCore Grain Free Chicken, Turkey & Chicken Liver Formula5.5 oz;27;30
24300781063;Sunbelt BakeryChocolate Chip Chewy Granola Bar1.7 oz;23;43
7,2544E+11;Nature's PlaceBaby Arugula5 oz;88;22
76344079040;WellnessCore Grain Free Turkey & Duck Formula5.5 oz;50;93
71439400167;Rolling RockExtra Pale16 fl oz;85;49
18627407249;KashiGo Lean Crisp!15 oz;97;76
24126010224;BunnyHamburger Buns12 oz;46;94
76344079132;WellnessCore Grain Free Beef, Venison & Lamb Formula5.5 oz;90;63
21130602346;McCormickGround Cumin2 oz;30;62
41129077009;ClassicoFire Roasted Tomato & Garlic Pasta Sauce26 oz;92;28
48000000958;Chicken Of The SeaSolid White Albacore Tuna In Water5 oz;73;40
74198611126;Muzzi Family FarmsFresh Spinach10 oz;96;100
11110090904;KrogerOriginal Saltines16 oz;61;99
51000192011;V8V Fusion Juice46 fl oz;49;18
16000483668;General MillsHoney Nut Cheerios21.6 oz;39;93
41500805023;Frank'sRed Hot12 fl oz;79;76
28400039055;Frito LaySunflower Seeds (Ranch)1 7/8 oz;90;19
7,2544E+11;Nature's PlaceOrganic Celery Hearts10 oz;86;27
78742432410;SchweppesGinger Ale2 L;32;58
70177154127;TwiningsDarjeeling Tea1.41 oz;33;42
44300106222;Fleischmann'sBread Macine Yeast4 oz;46;23
41130052002;FlavoriteChicken Flavor Bouillon Instant4 oz;30;47
78185000207;Mrs. Budd'sFully Baked Chicken Pie36 oz;92;89
17300250325;Spice TreasuresItalian Seasoning0.6 oz;56;92
70650800138;Kellogg'sSpecial K Multi Grain Crackers8 oz;44;79
40100002252;Spice IslandsCilantro0.5 oz;49;34
40100002436;Spice IslandsGround Ginger1.9 oz;38;83
49022605367;Nice!Purified Water10000 Gallons;88;11
40100003914;Spice IslandsPure Vanilla Extract2 fl oz;99;24
44600008882;Fomula 409All Purpose Cleaner32 fl oz;22;15
87614110813;Swanson Premium BrandGlucosamine, Chondroitin, & Msm240 tablets;30;61
28400190787;Frito LayChester's Fries (Flamin' Hot)5 3/4 oz;65;50
72487127396;Clover ValleyCountry Sunrise Blend Ground Coffee10.5 oz;11;70
41501008249;OrtegaTaco Seasoning Mix1.25 oz;76;53
94514419625;XtraLasting Scentsations Laundry Detergent75 fl oz;41;41
70662010020;NissinTop Ramen (Beef Flavor)3 oz;73;47
52100003436;McCormickWhole Nutmeg1.5 oz;47;65
41789002311;Maruchan RamenChicken Flavor Ramen 12 Pack36 oz;45;61
75140006007;Clover ValleyNatural Spring Water50.7 fl oz;27;12
8,92671E+11;Spice Meister Gourmet SelectChicken Base10 oz;78;83
6,67803E+11;Coleman'sMustard Powder2 oz;37;27
6,81131E+11;EquateNite Time Cold & Flu12 fl oz;78;22
52100003399;McCormickFennel Seed1.5 oz;16;63
41303027721;Essential EverydayHot Dog Buns11 oz;17;49
52100002330;McCormickGround Cloves0.9 oz;68;76
76808502954;BarillaMezze Penne16 oz;28;98
78006000119;Pride Of SzegedHungarian Hot Paprika5 oz;97;49
47600001013;DurkeeGround Allspice0.6 oz;88;55
72591991753;Great Value100% Extra Virgin Olive Oil25.5 fl oz;80;62
52100011486;Baker'sImitation Vanilla Flavor8 fl oz;88;44
41268140794;Hannaford100% Parmesan & Romano Grated Cheese Blend8 oz;95;47
52100002514;McCormickGround Ginger0.8 oz;77;12
44000031183;NabiscoRitz Crackers Reduced Fat12.5 oz;68;70
79893411583;OrganicsOrganic Quinoa16 oz;71;48
41498189549;Stonemill EssentialsSteak Seasoning6 oz;63;26
72463000354;McCann'sIrish Oatmeal24 oz;19;96
16000459601;Bunny100% Whole Wheat Bread16 oz;62;28
41498141363;Fusia Asian InspirationsTeriyaki Sauce15 fl oz;55;58
11110814050;Petri Baking ProductsBakery Fresh Dutch Cocoa Cookies8.9 oz;58;46
41196404821;Harvest HillRed Velvet Pancake Mix10 oz;70;10
52100002538;McCormickGround Mustard0.85 oz;84;55
75186021330;ZacharyOrange Slices32 oz;89;79
48001252998;KnorrRoasters1.02 oz;41;81
41498126681;Carlini100% Extra Virgin Olive Oil17 fl oz;33;80
79896174812;Queen HeleneCocoa Butter Hand And Body Lotion32 oz;63;98
85239053799;Market PantryShelled Walnuts16 oz;10;15
8,96887E+11;BigsSunflower Seeds5.35 oz;16;56
52100002927;McCormickGround Cloves1.75 oz;31;57
41351918484;Tone'sTaco Seasoning23 oz;12;56
32251032349;Family GourmetLentils16 oz;61;65
24600011822;MortonPepper2.4 oz;92;74
